PC1,PC2
-3.0204636662390336,1.2334785716404966
-3.6910183309494236,0.6098242670235323
-3.619179513684764,0.15048222531094152
-3.2204516853748846,0.03411841135347771
-2.832065237997751,0.1704032955699893
-2.394538788794062,0.035242081729707615
0.38277669857934604,-0.11864171157048235
1.0421295042078538,0.18837649485635324
-0.8663570586835957,0.2928521712274488
-1.9983448614887533,-0.17808213597441908
-2.144530422536709,-0.1363528879067318
-2.2303984609265184,-0.2284217442433917
-2.4983062847250856,-0.29956808446064004
-1.92116733156137,-0.36465997918781956
1.444779538497876,-0.9021067659897041
1.696396586280927,-0.7190091550800803
-0.6769932797616779,-0.21539809727075476
-1.5342935204399861,-0.4606639597090406
-1.6658099552039956,-0.42056932025637644
-1.8724472020054856,-0.47691432994969285
-2.2386524271232573,-0.5342500679677541
-1.7630473823647992,-0.5727924787859916
1.3596852555478958,-1.078611981552411
1.5717306557683874,-0.8847055956913665
-0.5147499156128187,-0.41618945896785403
-0.9936882388185002,-0.13005366267595575
-0.5961946190951152,-0.12078587990624526
-0.13339465490082253,0.38841412094711436
-0.13350200541756457,0.3310413187802809
0.37782334957813485,-0.25638739545738404
2.0086736526558515,-0.6557376244953369
2.796481762168667,0.423439243551489
0.500208506202838,1.041729938748241
-0.006743346539847897,1.269393999657878
0.7772839212454556,1.2179288124844923
-0.258813271798887,1.6100531174118098
-0.19255869252305055,1.7373584000774989
-0.5235364117185993,0.6019240573605565
2.3594920542835602,-0.7547142018088149
3.0890367782984685,-0.7111056251269988
-1.8661528465296184,0.6009761401426162
-3.079258061250773,0.028411220992396288
-3.6832665519328422,-0.2648409558846572
-3.9648529204959253,-0.21659548120030284
-3.344013936234016,-0.1563461142053646
-3.138992864410168,-0.27560165089582683
0.5539054631200332,-0.48144179207880666
1.5344855105215105,-0.4186599773071942
-0.42474596125774,1.454980258530411
-1.32430747949903,-0.10542728601903399
-1.3392230989153213,-0.23463964283255923
-1.5525309510860925,-0.13330659499669426
-1.9613439726203035,-0.17723750089848242
-1.6932814500160613,-0.32801059499382823
1.1838559263325306,-0.9331171940745664
2.589861985782326,-1.220644355417484
1.203460867457516,-0.9144770948780758
0.48555381297365985,-0.8986828536190794
0.12271741199783394,-0.7726722848022896
-0.2567737657299301,-1.0380158980947969
-0.5611556645238271,-1.1348616335843347
-0.7578980519215028,-0.9666654617893073
1.4493797849077117,-1.113722488859521
2.9089279811466464,-1.2385315396069834
1.8904700451312002,-1.1618832617525312
0.7576549736668143,-0.8512518243218791
0.8042633453071295,0.2508840316108925
0.9385142399063692,0.6557313420333023
0.7715784456230039,0.3272902595922361
0.5669318417584667,-0.29660156148421146
2.4640452418112937,-0.6586201649206527
3.650619529165388,0.9268218825253665
2.8148052029799406,0.8599028176747046
0.9447835926161695,4.077405635696018
0.6126382136171301,4.081757097731879
0.3751635019935331,4.906493382101419
0.138990394751787,1.9619204060525683
0.3364199256232927,1.5771565892261232
1.1413086400995407,0.6127994686803883
2.39295996506525,-0.5790841203305724
-1.3465746171051594,1.0474384410910327
-2.561458618268678,0.7024225548133922
-3.026787061388145,-0.11762349920605851
-2.42858101552329,-0.2589813041038104
-1.8543908052470806,-0.3219362676232996
-1.064422883250787,-0.46151294087635725
2.1405438686102545,-1.225998211440586
2.5476331849423746,-1.1266133415009607
0.20329203688081504,-0.32689464972088994
-0.666236606025911,-0.3283499902559142
-0.9689216517164386,-0.5416848702552968
-1.0557704755336115,-0.6139003128613643
-1.23310702464392,-0.5214449187029198
-0.635336772976412,-0.7082986054295773
2.1380436890824472,-0.9267653601685117
2.299945137712172,-0.3821766787524295
0.2365019135040343,-0.2730835875958442
-0.5900197229582358,-0.2886840866881647
-0.857976119743382,-0.31995377648736545
-0.9429351388947649,-0.46674364652914746
-1.2585359045447895,-0.42499095428366623
-0.5895705209823657,-0.6811714734290847
1.4283394320825136,-0.8347760563259787
2.1373504404210366,-0.5390368034173029
0.33887122323874047,-0.46713019922072635
-0.23567545212981306,0.7055059076240109
-0.605900051870862,0.9581026239852906
-1.2114858745937471,1.2727347887083997
-1.0223896056686814,1.1160948306382885
0.6775720155476164,1.4533472478628255
3.0155859047220512,0.833113352907483
3.335919749291733,1.6632574224036603
1.9068498830549732,4.861802973560599
0.3204625379748244,3.054910350548512
0.4752244225855883,3.126591117234097
0.837253226860498,3.5275078275441
1.1204719734509565,5.787192521263152
1.98845975895649,2.0112423262793966
2.0913098042122003,1.791776291463326
3.3589686784045205,0.4593514363865865
-2.214648519458492,0.227417940719298
-3.6705453729270276,-0.05557587186552728
-4.6096024164639315,-0.18339917627213853
-4.548790550822086,-0.46239474183690504
-4.31243645818441,-0.3625665780610878
-3.528050918831099,-0.4339802978919748
0.19381606741055182,-0.6844742312526353
1.3235551574298268,-0.5198188943631337
-0.4442825562690549,-0.09289022203877506
-1.6961688739395957,-0.20615596971339387
-1.944140520262855,-0.32748198004164286
-2.132155316794364,-0.18463380498337068
-2.1995951916041827,-0.24733131298789707
-1.8714238599354378,-0.43474504882757037
1.3435774010025958,-1.0209709712856376
2.4683479068070477,-1.0314773249560392
0.604313969796093,-0.3405504367501028
-0.2014999909604478,-0.3429734107760839
-0.573648595279868,-0.5664262536290177
-0.6846449608738318,-0.7492250260834555
-1.3391607803399126,-0.627030190376
-1.285362672338081,-0.7859855019671911
1.186504628837222,-1.1971546794807673
2.3887262494808037,-1.2016210325659078
1.1158368326453543,-0.9119325543047354
0.21093818308818513,-0.9076077023105932
0.10621435595505214,-0.6347676336570325
0.19323047484383968,0.5009609389009302
0.2685965576101934,-0.0657140221029976
0.7897003716763827,-0.6661256078646264
2.5653584755404193,-1.0710561663463867
4.399248072396132,-0.6721375655907816
2.6796057201173427,-0.10614156486909528
1.6838556809337442,0.49453414263909373
1.7798873532242419,0.545869392581514
1.5975916197877507,0.9804710246322578
1.7705977610285548,0.973633179829794
1.8699405594609626,0.3019722681053566
4.5776301085503235,0.152060094822006
5.59285139394947,-1.2740347557138645
-2.2741078782232136,-0.302782484361367
-3.452914293381623,-0.2763100242610997
-3.8204019614453384,-0.13832436860289832
-4.219866944690598,-0.09675806042065516
-3.2688167640362398,-0.05133116924019947
-3.2292026806828087,-0.2533362845474086
0.5022514198884946,-0.6001559987010153
1.9996062392725862,-0.8202709420044028
-0.5037828935355227,-0.2531151515541832
-1.7106410033289094,-0.013451498103400942
-1.623479932876747,-0.1372031769268515
-1.6994974007234196,-0.10993346812787544
-2.1972836677412393,-0.15034020350808824
-1.8157644684689327,-0.2949733118426192
1.316526956359496,-0.9110979621573769
2.7406670422020385,-1.2384489969114911
0.9907228206201942,-0.9440308145827829
0.15288464498745855,-0.768796551872819
-0.2643598058471084,-0.569237724580132
-0.6551865158855917,-0.9196318117003232
-1.0541526178368539,-0.8950102852227586
-1.1431314650695217,-0.8244296139466103
1.3744350292606609,-1.028396993621702
3.0576935956037543,-0.992426240625414
1.4356530527054758,-1.0865599182881611
0.4428369412770215,-0.3537691835746896
0.6494046082335487,0.5832136016480086
0.693704647408332,1.1330114488731104
0.4683951017714669,0.7071560174802942
0.27794442642178746,-0.31083068762444593
2.6584054713919945,-0.6343463079809303
3.4993352827046453,1.041041398211252
2.388828879691234,1.0836566813931436
0.23384591546341227,5.32534767577591
0.20355832397466275,5.161002251926931
-0.06168508033174558,5.764776637791608
-0.48825291188803294,2.150394674872906
-0.593917599394558,1.8854842879740517
0.34541704968192266,1.2213158554338186
0.8934680422888753,0.24542493152272657
2.2952333980597066,-0.6314371529727809
1.337230321302457,-0.5088353393346631
0.33730423029768297,-0.3249675423634826
0.23823030650365037,-0.3487780505030162
-0.26411866068998796,-0.596977575936195
-0.27627479920158327,-1.0003644531329758
1.5016262382857464,-1.2980782174764234
2.9895616198677626,-1.4189615692337092
2.2887809006510023,-1.2718550584220158
1.469786514251224,-0.6798960019028772
0.9494720620255407,-0.1201414492744244
0.4763768484123011,-0.8323702919129781
0.132849232676197,-0.8637400199418741
0.6450194708981521,0.4101151480715689
1.7327733842346005,-0.3752597872447619
3.1601026254878914,-1.0327247971618252
2.1564695515772856,-0.1393630144836284
1.219659732335234,-0.12845744438647874
0.7470158273088243,-0.5500991189853405
0.4431083437461472,-1.13192398494798
0.2582774982105022,-0.9285467197080967
0.013472673710982486,-0.8081075700276273
1.5269717259685531,-1.1959487331680185
3.0950144664954484,-1.472521606335572
2.508067086186211,-1.211412294702915
1.623458629524969,-1.2929794551359883
1.5136113339967483,-0.8546011558153219
1.390573800115804,0.28563431129384953
1.0936833657515816,0.08388446403232652
0.9140124616961183,-0.6278208526099106
2.4815113534719124,-1.2612823694812985
3.332267509646262,-1.1152049436484013
2.8032680429956858,-0.9727413356184136
1.839111214773754,-1.0274986354209357
1.4788886409858506,-1.2237235485968394
1.171494149328555,-1.095890786514734
0.7679026544905106,-1.2457778586504864
