PC1,PC2,PC3
-3.0204636662390323,1.2334785716404997,0.3437313388268027
-3.691018330949422,0.6098242670235321,1.406106446060378
-3.6191795136847635,0.1504822253109409,1.9624058371942417
-3.2204516853748832,0.03411841135347656,2.3518616682055
-2.8320652379977496,0.1704032955699876,3.139620900608622
-2.3945387887940655,0.03524208172970624,2.9902909991088706
0.38277669857934643,-0.11864171157048377,-0.05104519268410013
1.0421295042078536,0.18837649485635297,-0.8350894840819854
-0.8663570586835954,0.29285217122744783,0.9568091667603907
-1.9983448614887525,-0.17808213597442046,2.426852064540353
-2.1445304225367092,-0.1363528879067331,2.42559289855718
-2.2303984609265184,-0.22842174424339293,2.817435107323354
-2.4983062847250856,-0.2995680844606412,2.847954941439096
-1.92116733156137,-0.3646599791878207,2.512500913544494
1.4447795384978763,-0.902106765989705,-0.8493625344573235
1.6963965862809274,-0.7190091550800815,-0.11553209627064225
-0.6769932797616778,-0.2153980972707557,0.480160066625278
-1.534293520439986,-0.4606639597090417,2.4114348309806415
-1.665809955203995,-0.42056932025637794,2.4115130988937477
-1.8724472020054852,-0.476914329949694,2.1823360284000275
-2.238652427123257,-0.5342500679677549,1.6759818470098118
-1.763047382364799,-0.5727924787859925,1.74547873061495
1.3596852555478958,-1.078611981552412,-0.0501776475338647
1.5717306557683879,-0.8847055956913679,0.0346504798748368
-0.5147499156128189,-0.41618945896785464,-0.41855016753727703
-0.9936882388185001,-0.13005366267595697,1.217296588933799
-0.5961946190951147,-0.12078587990624613,1.4495102101862638
-0.133394654900822,0.3884141209471141,1.9083749863356332
-0.13350200541756418,0.331041318780281,0.9511186930636568
0.3778233495781351,-0.256387395457385,0.5467376336129979
2.0086736526558515,-0.6557376244953376,-0.6022564290675051
2.796481762168666,0.42343924355148943,0.3341617014843794
0.5002085062028383,1.0417299387482417,0.4732504762410502
-0.006743346539847383,1.2693939996578787,1.2818773954597504
0.7772839212454556,1.2179288124844942,-0.34383515344974896
-0.25881327179888675,1.6100531174118113,1.3848903527964795
-0.19255869252305005,1.7373584000774995,1.9037380792383005
-0.5235364117185984,0.6019240573605549,2.9944463346039094
2.359492054283561,-0.754714201808815,-0.6729627727683279
3.089036778298469,-0.7111056251270002,0.34362060225268026
-1.8661528465296198,0.6009761401426189,-0.8886465110492995
-3.0792580612507745,0.02841122099239776,-0.8468205036738039
-3.6832665519328445,-0.2648409558846568,-0.564519542919531
-3.964852920495926,-0.2165954812003023,-0.536962497488512
-3.3440139362340164,-0.15634611420536446,0.11512717915631669
-3.1389928644101692,-0.2756016508958266,-0.29194434343854275
0.5539054631200333,-0.4814417920788077,-0.4601873194434228
1.534485510521511,-0.4186599773071953,-1.264589070885813
-0.4247459612577399,1.4549802585304104,-1.892867853123618
-1.3243074794990295,-0.10542728601903448,-0.771412115218216
-1.3392230989153213,-0.23463964283255986,-0.18043026772795548
-1.552530951086092,-0.13330659499669475,-0.05460252520001096
-1.9613439726203032,-0.17723750089848256,-0.2826535525088887
-1.6932814500160607,-0.3280105949938285,-0.0921021819135501
1.1838559263325306,-0.9331171940745672,-0.16704775245018336
2.589861985782326,-1.2206443554174844,-1.1178985413621934
1.2034608674575158,-0.9144770948780765,-0.6278162522454291
0.48555381297365996,-0.8986828536190802,-0.3054086600408033
0.12271741199783398,-0.7726722848022902,0.2506076116423455
-0.2567737657299303,-1.0380158980947973,-0.433365553686274
-0.5611556645238276,-1.134861633584334,-1.1021993951597344
-0.7578980519215031,-0.9666654617893076,0.11740965182852292
1.449379784907712,-1.1137224888595225,0.9804921326666296
2.9089279811466464,-1.2385315396069847,0.5117985074373604
1.8904700451311998,-1.1618832617525319,-0.563897624833521
0.7576549736668144,-0.8512518243218797,-0.3652488382693403
0.8042633453071295,0.2508840316108931,-0.19085634259580245
0.9385142399063693,0.6557313420333041,-0.7068187302305828
0.7715784456230038,0.32729025959223734,-0.6035203344944411
0.5669318417584669,-0.2966015614842119,0.21960291945671548
2.464045241811293,-0.6586201649206526,-0.3717846109429069
3.6506195291653905,0.9268218825253673,1.2149115522031604
2.814805202979941,0.8599028176747061,-0.18672635042416844
0.9447835926161696,4.077405635696022,-2.316720179837487
0.6126382136171308,4.081757097731885,-1.8639626983626656
0.3751635019935337,4.9064933821014245,-1.4650999320465479
0.13899039475178704,1.9619204060525703,-0.6318820021424955
0.3364199256232926,1.5771565892261257,-1.2480945676606439
1.1413086400995405,0.612799468680389,-0.347034125326036
2.39295996506525,-0.5790841203305739,-0.34214324410730207
-1.3465746171051611,1.0474384410910351,-1.0087889086465316
-2.5614586182686803,0.7024225548133931,0.23812744110580786
-3.0267870613881454,-0.11762349920605848,0.5261065472859475
-2.428581015523289,-0.2589813041038109,1.0084782358889046
-1.8543908052470806,-0.3219362676233007,1.5572948630165417
-1.064422883250787,-0.46151294087635847,1.359034489945413
2.140543868610254,-1.2259982114405867,-1.1617556003547527
2.5476331849423755,-1.1266133415009612,-1.1921964316549907
0.20329203688081515,-0.32689464972089116,0.09992334010668977
-0.6662366060259105,-0.3283499902559158,1.2189486193668497
